FROM,TO
left ventricle-UBERON:0002084, posterior vein of the left ventricle-FMAID:4712
heart-UBERON:0000948, septum-UBERON:0002094
septum-UBERON:0002094, left anterior descending artery-FMAID:3862
septum-UBERON:0002094, posterior descending artery-FMAID:3840
septum-UBERON:0002094, septal perforating arteries
septum-UBERON:0002094, great cardiac vein-UBERON:0006958
septum-UBERON:0002094, middle cardiac vein-UBERON:0009687
septum-UBERON:0002094, vasculature-UBERON:0001982
septum-UBERON:0002094, vasculature-UBERON:0001979
septum-UBERON:0002094, bundle of His-UBERON:0002353
septum-UBERON:0002094, myocardium-FMAID:83539
heart-UBERON:0000948, right ventricle-UBERON:0002080
right ventricle-UBERON:0002080, myocardium-UBERON:0006567
right ventricle-UBERON:0002080, conus artery-FMAID:15736
right ventricle-UBERON:0002080, right marginal artery-FMAID:3818
right ventricle-UBERON:0002080, anterior cardiac veins-FMAID:76767
right ventricle-UBERON:0002080, vasculature-UBERON:0002049
right ventricle-UBERON:0002080, vasculature-UBERON:0001982
right ventricle-UBERON:0002080, vasculature-UBERON:0001979
right ventricle-UBERON:0002080, myocardium-FMAID:9535
right ventricle-UBERON:0002080, Moderator band-FMAID:7272
heart-UBERON:0000948, Cardial valve-UBERON:0000946
Cardial valve-UBERON:0000946, Tricuspid valve-UBERON:0002134
Cardial valve-UBERON:0000946, Pulmonary Valve-UBERON:0002146
Cardial valve-UBERON:0000946, Mitral valve-UBERON:0002135
Cardial valve-UBERON:0000946, Aortic valve-UBERON:0002137
heart-UBERON:0000948, Epicardium-UBERON:0002348

sinoatrial node-UBERON:0002351, pacemaker cell-CL:1000477
sinoatrial nodal artery-FMAID:3823, endothelial cell-CL:0002542
sinoatrial nodal artery-FMAID:3823, smooth muscle cell-CL:0002592
sinoatrial nodal artery-FMAID:3823, fibroblast-CL:0000057
myocardium-FMAID:83531, cardiomyocyte-CL:0000746
myocardium-FMAID:83531, fibroblast-CL:2000067
myocardium-FMAID:83531, macrophage-CL:0000235
myocardium-FMAID:83531, neuronal
myocardium-FMAID:83531, telocyte (interstitial like cell of cajal)
myocardium-FMAID:83531, lymphocyte-CL:0000542
myocardium-FMAID:83531, dendritic cell-CL:0001056
myocardium-FMAID:83531, adipocyte-CL:0000136
vasculature-UBERON:0002049, endothelial cell-CL:0010008
vasculature-UBERON:0002049, smooth muscle cell-CL:0000359
vasculature-UBERON:0002049, fibroblast-CL:2000067
vasculature-UBERON:0002049, endothelial cell-CL:0000071
vasculature-UBERON:0002049, fibroblast-CL:2000066
vasculature-UBERON:0002049, fibroblast-CL:0000057
vasculature, endothelial cell-CL:0010008
vasculature, smooth muscle cell-CL:0000359
vasculature, fibroblast-CL:2000067
vasculature, endothelial cell-CL:0000071
vasculature, fibroblast-CL:2000066
vasculature, fibroblast-CL:0000057
anterior cardiac veins-FMAID:76767, endothelial cell-CL:0002542
anterior cardiac veins-FMAID:76767, smooth muscle cell-CL:0002592
anterior cardiac veins-FMAID:76767, fibroblast-CL:0000057
anterior cardiac veins-FMAID:76767, smooth muscle cell-CL:0000071
left circumflex artery-UBERON:0035422, endothelial cell-CL:0002542
left circumflex artery-UBERON:0035422, smooth muscle cell-CL:0002592
left circumflex artery-UBERON:0035422, fibroblast-CL:0000057
atrioventicular nodal artery-FMAID:3851, endothelial cell-CL:0002542
atrioventicular nodal artery-FMAID:3851, smooth muscle cell-CL:0002592
atrioventicular nodal artery-FMAID:3851, fibroblast-CL:0000057
coronary sinus-UBERON:0005438, endothelial cell-CL:0002542
coronary sinus-UBERON:0005438, smooth muscle cell-CL:0000359
coronary sinus-UBERON:0005438, fibroblast-CL:0000057
atrioventricular node-UBERON:0002352, pacemaker cell-CL:1000477
atrioventricular node-UBERON:0002352, adipocyte-CL:0000136
right coronary artery-UBERON:0001625, endothelial cell-CL:0002542
right coronary artery-UBERON:0001625, smooth muscle cell-CL:0002592
right coronary artery-UBERON:0001625, fibroblast-CL:0000057
small cardiac vein-UBERON:0035374, endothelial cell-CL:0002542
small cardiac vein-UBERON:0035374, smooth muscle cell-CL:0002592
small cardiac vein-UBERON:0035374, fibroblast-CL:0000057
myocardium-FMAID:83532, cardiomyocyte-CL:0000746
myocardium-FMAID:83532, fibroblast-CL:2000067
myocardium-FMAID:83532, macrophage-CL:0000235
myocardium-FMAID:83532, neuronal
myocardium-FMAID:83532, telocyte (interstitial like cell of cajal)
myocardium-FMAID:83532, lymphocyte-CL:0000542
myocardium-FMAID:83532, dendritic cell-CL:0001056
myocardium-FMAID:83532, adipocyte-CL:0000136
vasculature-UBERON:0002049, endothelial cell-CL:0010008
vasculature-UBERON:0002049, smooth muscle cell-CL:0000359
vasculature-UBERON:0002049, fibroblast-CL:2000067
vasculature-UBERON:0002049, endothelial cell-CL:0000071
vasculature-UBERON:0002049, fibroblast-CL:2000066
vasculature-UBERON:0002049, fibroblast-CL:0000057
vasculature-UBERON:0001982, endothelial cell-CL:0010008
vasculature-UBERON:0001982, smooth muscle cell-CL:0000359
vasculature-UBERON:0001982, fibroblast-CL:2000067
vasculature-UBERON:0001982, endothelial cell-CL:0000071
vasculature-UBERON:0001982, fibroblast-CL:2000066
vasculature-UBERON:0001982, fibroblast-CL:0000057
vasculature-UBERON:0001979, endothelial cell-CL:0010008
vasculature-UBERON:0001979, smooth muscle cell-CL:0000359
vasculature-UBERON:0001979, fibroblast-CL:2000067
vasculature-UBERON:0001979, endothelial cell-CL:0000071
vasculature-UBERON:0001979, fibroblast-CL:2000066
vasculature-UBERON:0001979, fibroblast-CL:0000057
left inferior pulmonary vein-FMAID:49913, endothelial cell-CL:0000071
left inferior pulmonary vein-FMAID:49913, smooth muscle cell-CL:0000359
left inferior pulmonary vein-FMAID:49913, fibroblast-CL:2000067
left superior pulmonary vein-FMAID:49916, endothelial cell-CL:0000071
left superior pulmonary vein-FMAID:49916, smooth muscle cell-CL:0000359
left superior pulmonary vein-FMAID:49916, fibroblast-CL:2000067
right inferior pulmonary vein-FMAID:49911, endothelial cell-CL:0000071
right inferior pulmonary vein-FMAID:49911, smooth muscle cell-CL:0000359
right inferior pulmonary vein-FMAID:49911, fibroblast-CL:2000067
right superior pulmonary vein-FMAID:49914, endothelial cell-CL:0000071
right superior pulmonary vein-FMAID:49914, smooth muscle cell-CL:0000359
right superior pulmonary vein-FMAID:49914, fibroblast-CL:2000067
oblique vein of the left atrium-FMAID:4715, endothelial cell-CL:0000071
oblique vein of the left atrium-FMAID:4715, smooth muscle cell-CL:0000359
oblique vein of the left atrium-FMAID:4715, fibroblast-CL:2000067
myocardium-UBERON:0006566, cardiomyocyte-CL:0000746
myocardium-UBERON:0006566, fibroblast-CL:2000067
myocardium-UBERON:0006566, macrophage-CL:0000235
myocardium-UBERON:0006566, neuronal
myocardium-UBERON:0006566, telocyte (interstitial like cell of cajal)
myocardium-UBERON:0006566, lymphocyte-CL:0000542
myocardium-UBERON:0006566, dendritic cell-CL:0001056
myocardium-UBERON:0006566, adipocyte-CL:0000136
vasculature-UBERON:0002049, endothelial cell-CL:0010008
vasculature-UBERON:0002049, smooth muscle cell-CL:0000359
vasculature-UBERON:0002049, fibroblast-CL:2000067
vasculature-UBERON:0002049, endothelial cell-CL:0000071
vasculature-UBERON:0002049, fibroblast-CL:2000066
vasculature-UBERON:0002049, fibroblast-CL:0000057
vasculature-UBERON:0001982, endothelial cell-CL:0010008
vasculature-UBERON:0001982, smooth muscle cell-CL:0000359
vasculature-UBERON:0001982, fibroblast-CL:2000067
vasculature-UBERON:0001982, endothelial cell-CL:0000071
vasculature-UBERON:0001982, fibroblast-CL:2000066
vasculature-UBERON:0001982, fibroblast-CL:0000057
vasculature-UBERON:0001979, endothelial cell-CL:0010008
vasculature-UBERON:0001979, smooth muscle cell-CL:0000359
vasculature-UBERON:0001979, fibroblast-CL:2000067
vasculature-UBERON:0001979, endothelial cell-CL:0000071
vasculature-UBERON:0001979, fibroblast-CL:2000066
vasculature-UBERON:0001979, fibroblast-CL:0000057
left diagonal branch of the left anterior descending artery-FMAID:3860, endothelial cell-CL:0002542
left diagonal branch of the left anterior descending artery-FMAID:3860, smooth muscle cell-CL:0000071
left diagonal branch of the left anterior descending artery-FMAID:3860, fibroblast-CL:0000057
left obtuse marginal branch of the left coronary artery-FMAID:3902, endothelial cell-CL:0002542
left obtuse marginal branch of the left coronary artery-FMAID:3902, smooth muscle cell-CL:0000071
left obtuse marginal branch of the left coronary artery-FMAID:3902, fibroblast-CL:0000057
posterior left ventricular branch of the right coronary artery-FMAID:3835, endothelial cell-CL:0002542
posterior left ventricular branch of the right coronary artery-FMAID:3835, smooth muscle cell-CL:0000071
posterior left ventricular branch of the right coronary artery-FMAID:3835, fibroblast-CL:0000057
left marginal vein-FMAID:4708, endothelial cell-CL:0002542
left marginal vein-FMAID:4708, smooth muscle cell-CL:0000071
left marginal vein-FMAID:4708, fibroblast-CL:0000057
posterior vein of the left ventricle-FMAID:4712, endothelial cell-CL:0002542
posterior vein of the left ventricle-FMAID:4712, smooth muscle cell-CL:0000071
posterior vein of the left ventricle-FMAID:4712, fibroblast-CL:0000057
left anterior descending artery-FMAID:3862, endothelial cell-CL:0002542
left anterior descending artery-FMAID:3862, smooth muscle cell-CL:0000071
left anterior descending artery-FMAID:3862, fibroblast-CL:0000057
posterior descending artery-FMAID:3840, endothelial cell-CL:0002542
posterior descending artery-FMAID:3840, smooth muscle cell-CL:0000071
posterior descending artery-FMAID:3840, fibroblast-CL:0000057
septal perforating arteries, endothelial cell-CL:0002542
septal perforating arteries, smooth muscle cell-CL:0000071
septal perforating arteries, fibroblast-CL:0000057
great cardiac vein-UBERON:0006958, endothelial cell-CL:0002542
great cardiac vein-UBERON:0006958, smooth muscle cell-CL:0000071
great cardiac vein-UBERON:0006958, fibroblast-CL:0000057
middle cardiac vein-UBERON:0009687, endothelial cell-CL:0002542
middle cardiac vein-UBERON:0009687, smooth muscle cell-CL:0000071
middle cardiac vein-UBERON:0009687, fibroblast-CL:0000057
vasculature-UBERON:0001982, endothelial cell-CL:0010008
vasculature-UBERON:0001982, smooth muscle cell-CL:0000359
vasculature-UBERON:0001982, fibroblast-CL:2000067
vasculature-UBERON:0001982, endothelial cell-CL:0000071
vasculature-UBERON:0001982, fibroblast-CL:2000066
vasculature-UBERON:0001982, fibroblast-CL:0000057
vasculature-UBERON:0001979, endothelial cell-CL:0010008
vasculature-UBERON:0001979, smooth muscle cell-CL:0000359
vasculature-UBERON:0001979, fibroblast-CL:2000067
vasculature-UBERON:0001979, endothelial cell-CL:0000071
vasculature-UBERON:0001979, fibroblast-CL:2000066
vasculature-UBERON:0001979, fibroblast-CL:0000057
bundle of His-UBERON:0002353, pacemaker cardiomyocyte-CL:1000477
myocardium-FMAID:83539, cardiomyocyte-CL:0000746
myocardium-FMAID:83539, fibroblast-CL:2000067
myocardium-FMAID:83539, macrophage-CL:0000235
myocardium-FMAID:83539, neuronal
myocardium-FMAID:83539, telocyte (interstitial like cell of cajal)
myocardium-FMAID:83539, lymphocyte-CL:0000542
myocardium-FMAID:83539, dendritic cell-CL:0001056
myocardium-FMAID:83539, adipocyte-CL:0000136
myocardium-UBERON:0006567, cardiomyocyte-CL:0000746
myocardium-UBERON:0006567, fibroblast-CL:2000067
myocardium-UBERON:0006567, macrophage-CL:0000235
myocardium-UBERON:0006567, neuronal
myocardium-UBERON:0006567, telocyte (interstitial like cell of cajal)
myocardium-UBERON:0006567, lymphocyte-CL:0000542
myocardium-UBERON:0006567, dendritic cell-CL:0001056
myocardium-UBERON:0006567, adipocyte-CL:0000136
conus artery-FMAID:15736, endothelial cell-CL:0002542
conus artery-FMAID:15736, smooth muscle cell-CL:0000071
conus artery-FMAID:15736, fibroblast-CL:0000057
right marginal artery-FMAID:3818, endothelial cell-CL:0002542
right marginal artery-FMAID:3818, smooth muscle cell-CL:0000071
right marginal artery-FMAID:3818, fibroblast-CL:0000057
anterior cardiac veins-FMAID:76767, endothelial cell-CL:0002542
anterior cardiac veins-FMAID:76767, smooth muscle cell-CL:0002592
anterior cardiac veins-FMAID:76767, fibroblast-CL:0000057
anterior cardiac veins-FMAID:76767, smooth muscle cell-CL:0000071
vasculature-UBERON:0002049, endothelial cell-CL:0010008
vasculature-UBERON:0002049, smooth muscle cell-CL:0000359
vasculature-UBERON:0002049, fibroblast-CL:2000067
vasculature-UBERON:0002049, endothelial cell-CL:0000071
vasculature-UBERON:0002049, fibroblast-CL:2000066
vasculature-UBERON:0002049, fibroblast-CL:0000057
vasculature-UBERON:0001982, endothelial cell-CL:0010008
vasculature-UBERON:0001982, smooth muscle cell-CL:0000359
vasculature-UBERON:0001982, fibroblast-CL:2000067
vasculature-UBERON:0001982, endothelial cell-CL:0000071
vasculature-UBERON:0001982, fibroblast-CL:2000066
vasculature-UBERON:0001982, fibroblast-CL:0000057
vasculature-UBERON:0001979, endothelial cell-CL:0010008
vasculature-UBERON:0001979, smooth muscle cell-CL:0000359
vasculature-UBERON:0001979, fibroblast-CL:2000067
vasculature-UBERON:0001979, endothelial cell-CL:0000071
vasculature-UBERON:0001979, fibroblast-CL:2000066
vasculature-UBERON:0001979, fibroblast-CL:0000057
myocardium-FMAID:9535, cardiomyocyte-CL:0000746
myocardium-FMAID:9535, fibroblast-CL:2000067
myocardium-FMAID:9535, macrophage-CL:0000235
myocardium-FMAID:9535, neuronal
myocardium-FMAID:9535, telocyte (interstitial like cell of cajal)
myocardium-FMAID:9535, lymphocyte-CL:0000542
myocardium-FMAID:9535, dendritic cell-CL:0001056
myocardium-FMAID:9535, adipocyte-CL:0000136
Moderator band-FMAID:7272, cardiomyocyte-CL:0000746
Moderator band-FMAID:7272, Purkinje fiber cell
Moderator band-FMAID:7272, fibroblast-CL:0000057
Moderator band-FMAID:7272, macrophage-CL:0000235
Moderator band-FMAID:7272, endothelial cell-CL:0000071
Moderator band-FMAID:7272, smooth muscle cell-CL:0000359
Moderator band-FMAID:7272, telocyte (interstitial like cell of cajal)-CL:1000147
Moderator band-FMAID:7272, lymphocyte-CL:0000542
Moderator band-FMAID:7272, dendritic cell-CL:0001056
Tricuspid valve-UBERON:0002134, valve interstitial cell
Tricuspid valve-UBERON:0002134, endothelial cell-CL:0000071
Pulmonary Valve-UBERON:0002146, valve interstitial cell
Pulmonary Valve-UBERON:0002146, endothelial cell-CL:0000071
Mitral valve-UBERON:0002135, valve interstitial cell
Mitral valve-UBERON:0002135, endothelial cell-CL:0000071
Aortic valve-UBERON:0002137, valve interstitial cell
Aortic valve-UBERON:0002137, endothelial cell-CL:0000071
Epicardium-UBERON:0002348, mesothelial cell-CL:0000077
Epicardium-UBERON:0002348, adipocyte-CL:1000309
Epicardium-UBERON:0002348, Schwann Cell-CL:0002573
Epicardium-UBERON:0002348, smooth muscle cell-CL:0000359
Epicardium-UBERON:0002348, fibroblast-CL:0000057
Epicardium-UBERON:0002348, endothelial cell-CL:0000071
Epicardium-UBERON:0002348, macrophage-CL:0000235
Epicardium-UBERON:0002348, lymphocyte-CL:0000542
Body, kidney-UBERON:0002113
kidney-UBERON:0002113, kidney capsule-UBERON:0002015
kidney-UBERON:0002113, cortex of kidney-UBERON:0001225
cortex of kidney-UBERON:0001225, outer cortex of kidney-UBERON:0002189
cortex of kidney-UBERON:0001225, juxtamedullary cortex-UBERON:0005271
cortex of kidney-UBERON:0001225, medullary ray-UBERON:0009883
kidney-UBERON:0002113, renal medulla-UBERON:0000362
renal medulla-UBERON:0000362, kidney outer medulla outer stripe-UBERON:0004202
renal medulla-UBERON:0000362, kidney outer medulla inner stripe-UBERON:0004201
renal medulla-UBERON:0000362, inner medulla of kidney-UBERON:0001294
inner medulla of kidney-UBERON:0001294, renal papilla-UBERON:0001228
renal papilla-UBERON:0001228, papillary tip-UBERON:0009095
renal medulla-UBERON:0000362, renal column-UBERON:0001284
renal medulla-UBERON:0000362, renal pyramid-UBERON:0004200
kidney-UBERON:0002113, hilum of kidney-UBERON:0008716
kidney-UBERON:0002113, renal fat pad-UBERON:0014464
kidney-UBERON:0002113, renal pelvis-UBERON:0001224
renal pelvis-UBERON:0001224, kidney calyx-UBERON:0006517
renal pelvis-UBERON:0001224, major calyx-UBERON:0001226
renal pelvis-UBERON:0001224, minor calyx-UBERON:0001227
cortex of kidney-UBERON:0001225, Renal Corpuscle-UBERON:0001229
Renal Corpuscle-UBERON:0001229, Glomerular Epithelium-UBERON:0004188
Glomerular Epithelium-UBERON:0004188, Parietal epithelial layer-UBERON:0005750
Glomerular Epithelium-UBERON:0004188, Visceral epithelial layer-UBERON:0006852
Renal Corpuscle-UBERON:0001229, Glomerulus Vasculature-UBERON:0004190
Glomerulus Vasculature-UBERON:0004190, Glomerular capillary endothelium-UBERON:0004294
Renal Corpuscle-UBERON:0001229, Mesangium-UBERON:0002319
Mesangium-UBERON:0002319, Glomerular mesangium-UBERON:0002320
kidney-UBERON:0002113, nephron-UBERON:0001285
nephron-UBERON:0001285, Tubules-UBERON:0001231
Tubules-UBERON:0001231, Proximal Tubule-UBERON:0004134
Proximal Tubule-UBERON:0004134, Proximal convoluted tubule segment 1-UBERON:0004196
Proximal Tubule-UBERON:0004134, Proximal convoluted tubule segment 2-UBERON:0004197
Proximal Tubule-UBERON:0004134, Proximal convoluted tubule segment 3
Tubules-UBERON:0001231, Loop of Henle (Thin Limb)-UBERON:0001289
Loop of Henle (Thin Limb)-UBERON:0001289, descending thin limb of loop of Henle-UBERON:0005096
Loop of Henle (Thin Limb)-UBERON:0001289, descending thin limb of loop of Henle 1
Loop of Henle (Thin Limb)-UBERON:0001289, descending thin limb of loop of Henle 2
Loop of Henle (Thin Limb)-UBERON:0001289, descending thin limb of loop of Henle 3
Tubules-UBERON:0001231, Loop of Henle (Thin Limb)-UBERON:0004193
Tubules-UBERON:0001231, Loop of Henle (Thick Limb)-UBERON:0001291
Tubules-UBERON:0001231, Loop of Henle (Thick Limb/Cortex)-UBERON:0001291
Tubules-UBERON:0001231, Loop of Henle (Thick Limb/Medulla)-UBERON:0001291
Tubules-UBERON:0001231, Loop of Henle (Thick Limb/ Cortex)-UBERON:0001291
Tubules-UBERON:0001231, Distal Convolution-UBERON:0001292
Tubules-UBERON:0001231, Connecting Tubule-UBERON:0005097
kidney-UBERON:0002113, renal collecting system-UBERON:0004100
renal collecting system-UBERON:0004100, Tubules-UBERON:0001232
Tubules-UBERON:0001232, Collecting Duct-UBERON:0001232
Tubules-UBERON:0001232, Collecting Duct (Cortex)-UBERON:0004203
Tubules-UBERON:0001232, Collecting Duct (Outer Medula)-UBERON:0004204
Tubules-UBERON:0001232, Collecting Duct (Inner Medulla)-UBERON:0004205
Tubules-UBERON:0001232, Collecting Duct (Medulla)-UBERON:0004204
Tubules-UBERON:0001232, Collecting Duct-UBERON:0004203
kidney-UBERON:0002113, Vessels
Vessels, Endothelium (non glomerular)
Vessels, Endothelium/Juxtaglomerular apparatus
Endothelium/Juxtaglomerular apparatus, Afferent Arteriole
Endothelium/Juxtaglomerular apparatus, Efferent Arteriole
Vessels, Endothelium/cortex (non glomerular)
Endothelium/cortex (non glomerular), Peritubular Capillary
Endothelium (non glomerular), Descending Vasa Recta
Endothelium (non glomerular), Ascending Vasa Recta
Endothelium (non glomerular), lymphatics
kidney-UBERON:0002113, Interstitium
Interstitium, Stroma (non glomerular)
Interstitium, Immune
kidney capsule-UBERON:0002015, capsule mesenchymal stromal cell
Parietal epithelial layer-UBERON:0005750, Parietal Epithelial Cell-CL:1000452
Visceral epithelial layer-UBERON:0006852, Podocyte-CL:0000653
Glomerular capillary endothelium-UBERON:0004294, Glomerular Capillary Endothelial Cell-CL:1001005
